Employee ID,Training Session ID,Training Completion Date,Certification Achieved
1017,1777,2021-10-17,False
1017,2695,2022-06-11,True
1017,2705,2022-01-08,True
1017,2076,2022-02-28,True
1017,2268,2023-05-13,True
1017,2624,2024-05-02,True
1017,2573,2024-07-01,True
1017,544,2024-03-06,True
1018,3622,2018-12-30,True
1018,4372,2018-12-30,True
1018,1091,2018-12-30,True
1018,4223,2019-04-07,True
1018,3263,2019-02-18,True
1018,2859,2020-10-22,True
1018,351,2021-12-25,True
1018,1540,2021-12-09,False
1018,2926,2022-01-31,True
1018,4569,2022-11-29,True
1018,902,2023-08-02,True
1018,4126,2023-01-31,True
1018,50,2023-09-17,True
1018,975,2024-01-17,True
1018,1908,2024-09-13,True
1019,4318,2021-11-22,True
1019,3079,2021-09-23,True
1019,1897,2022-04-05,True
1019,4116,2022-01-28,True
1019,1264,2023-08-10,True
1019,183,2023-08-09,False
1019,428,2023-01-04,True
1019,1911,2024-06-17,False
1019,450,2024-05-02,True
1021,639,2021-12-02,True
1021,2920,2021-12-11,True
1021,3036,2022-08-16,True
1021,626,2022-04-14,True
1021,3138,2023-07-07,True
1021,4830,2023-06-24,True
1021,4414,2024-09-13,True
1022,579,2021-12-29,False
1022,1232,2021-12-25,True
1022,2711,2022-12-18,True
1022,1856,2022-11-16,True
1022,1109,2022-06-24,True
1022,3388,2023-10-09,True
1022,213,2023-07-01,True
1022,2944,2023-11-01,True
1022,81,2024-03-12,True
1022,686,2024-07-30,True
1023,2477,2022-11-27,True
1023,3732,2022-12-15,True
1023,2767,2022-08-29,True
1023,1925,2023-12-06,False
1023,2103,2023-09-11,True
1023,558,2024-09-19,True
1023,1616,2024-09-21,True
1024,410,2021-12-26,True
1024,4547,2021-12-29,True
1024,3095,2021-12-10,True
1024,3511,2022-03-10,False
1024,41,2022-10-30,True
1024,4337,2023-07-18,True
1024,2358,2024-08-05,True
1025,4858,2019-08-22,True
1025,3308,2020-07-14,True
1025,3498,2020-03-01,True
1025,4187,2021-12-01,True
1025,3186,2022-07-19,True
1025,3022,2022-03-05,True
1025,1179,2022-06-02,True
1025,4968,2023-12-13,True
1025,620,2023-03-24,True
1025,913,2024-03-09,True
1025,2099,2024-06-09,True
1026,1336,2021-11-06,True
1026,3380,2022-01-28,True
1026,3125,2023-12-03,True
1026,3040,2023-10-09,True
1026,605,2023-06-03,True
1026,3208,2024-01-31,False
1027,4957,2018-11-22,False
1027,2449,2019-01-04,True
1027,116,2020-11-07,True
1027,441,2020-11-22,True
1027,3944,2020-07-19,True
1027,809,2021-07-31,True
1027,1069,2022-05-09,True
1027,3242,2023-12-16,True
1027,1686,2023-09-06,True
1027,4491,2023-09-15,True
1027,3912,2024-04-05,True
1028,2626,2018-12-15,True
1028,2141,2018-12-18,True
1028,2032,2019-09-02,True
1028,3582,2019-09-13,True
1028,4579,2019-04-28,True
1028,1617,2020-09-06,True
1028,4904,2021-12-24,True
1028,3566,2021-08-19,True
1028,2133,2021-08-20,True
1028,2762,2022-04-22,True
1028,3300,2023-07-28,True
1028,555,2024-03-09,True
1028,2030,2024-07-24,True
1028,2366,2024-01-01,True
1029,2252,2022-12-28,True
1029,3035,2022-12-26,False
1029,4612,2023-06-19,True
1029,797,2024-08-04,True
1029,4505,2024-08-08,True
1030,435,2021-12-11,True
1030,1110,2021-10-25,True
1030,1048,2021-05-01,True
1030,4267,2022-11-10,True
1030,3451,2022-05-11,True
1030,973,2023-11-24,True
1030,4440,2023-01-28,True
1030,2631,2024-06-02,True
1030,1858,2024-02-20,False
1031,2384,2021-12-10,True
1031,2086,2021-09-30,True
1031,1277,2022-07-18,True
1031,785,2023-05-18,True
1031,1467,2024-05-30,True
1032,2560,2018-09-11,False
1032,354,2018-11-08,True
1032,3830,2018-12-09,True
1032,1658,2019-12-28,True
1032,3719,2019-12-12,True
1032,3335,2019-05-29,True
1032,1793,2020-05-27,True
1032,4331,2020-04-16,True
1032,1750,2020-05-18,True
1032,2233,2021-04-07,True
1032,4780,2021-08-22,True
1032,3703,2022-03-25,True
1032,4727,2022-06-13,True
1032,760,2023-10-10,True
1032,718,2023-05-05,False
1032,2291,2024-05-08,True
1032,491,2024-01-08,False
1033,370,2020-07-26,True
1033,3806,2021-10-06,True
1033,4764,2022-10-13,True
1033,2078,2022-03-10,True
1033,1992,2022-12-10,True
1033,1430,2023-04-24,True
1033,1545,2023-10-31,False
1033,4069,2023-08-02,True
1033,2857,2024-09-14,True
1034,814,2021-10-23,False
1034,470,2021-12-12,True
1034,4728,2021-10-24,True
1034,3067,2022-10-13,False
1034,2279,2023-09-17,False
1034,2737,2023-07-10,True
1034,841,2024-08-22,False
1034,4662,2024-09-28,False
1034,2221,2024-01-06,True
1035,954,2018-09-27,True
1035,1215,2018-09-26,True
1035,266,2018-10-18,True
1035,108,2019-05-26,False
1035,3899,2019-01-08,True
1035,1801,2020-09-09,True
1035,3282,2020-07-22,True
1035,1471,2020-06-06,True
1035,1422,2021-03-04,True
1035,1483,2021-08-08,True
1035,2657,2021-02-06,False
1035,4252,2022-07-19,False
1035,1658,2022-08-19,True
1035,4395,2023-01-28,True
1035,4222,2024-02-16,True
1035,903,2024-02-19,True
1035,250,2024-09-27,True
1036,4299,2022-12-22,True
1036,609,2022-12-21,True
1036,4617,2023-12-24,True
1036,3817,2023-01-30,True
1036,2535,2024-01-07,True
1036,1037,2024-05-25,True
1036,3860,2024-04-14,True
1037,1755,2020-12-25,True
1037,1902,2020-12-21,True
1037,712,2021-10-20,True
1037,2008,2021-01-30,True
1037,4017,2021-08-30,True
1037,632,2022-02-05,True
1037,2446,2022-10-04,True
1037,3949,2023-04-24,True
1037,191,2024-01-13,True
1037,3756,2024-09-11,True
1038,809,2022-12-26,True
1038,4847,2022-12-26,False
1038,2956,2022-12-25,True
1038,2444,2023-03-27,True
1038,1211,2023-05-15,True
1038,277,2024-04-22,True
1040,4550,2019-09-26,True
1040,884,2020-07-10,True
1040,313,2020-06-12,True
1040,3554,2021-11-20,True
1040,598,2022-11-19,True
1040,3884,2023-05-05,True
1040,508,2023-02-19,True
1040,3250,2024-07-03,True
1040,1849,2024-04-27,True
1041,3771,2021-03-30,True
1041,433,2022-07-12,True
1041,4833,2022-03-15,False
1041,1222,2023-01-09,True
1041,2218,2023-01-20,True
1041,2874,2024-07-06,True
1041,2691,2024-08-14,True
1041,675,2024-01-20,True
1042,4771,2020-12-12,True
1042,3231,2021-08-07,True
1042,636,2021-03-26,True
1042,2667,2021-07-01,True
1042,4853,2022-05-19,True
1042,3553,2023-06-26,True
1042,112,2023-07-23,True
1042,4931,2023-08-18,True
1042,4304,2024-01-27,True
1043,4074,2018-11-28,False
1043,1747,2019-08-20,False
1043,1520,2020-08-06,False
1043,3289,2020-01-25,True
1043,4142,2021-01-01,False
1043,4810,2021-01-01,False
1043,445,2021-01-02,False
1044,2857,2021-12-24,True
1044,2205,2021-12-10,True
1044,4374,2022-07-24,True
1044,271,2022-10-26,False
1044,1789,2023-09-16,True
1044,3845,2023-12-24,False
1044,3068,2024-05-13,True
1044,563,2024-03-27,True
1044,2414,2024-06-12,True
1045,3847,2022-11-28,False
1045,3684,2022-10-14,False
1045,3034,2023-06-04,True
1045,1981,2024-02-16,True
1045,4542,2024-07-03,False
1046,1103,2019-05-02,True
1046,1029,2019-09-10,True
1046,511,2019-10-20,True
1046,4911,2020-04-09,True
1046,1219,2020-12-01,False
1046,1716,2020-07-06,True
1046,3434,2021-10-25,True
1046,2741,2021-12-30,False
1046,3853,2021-09-22,True
1046,3099,2022-03-05,True
1046,2503,2022-03-07,False
1046,2286,2023-07-01,True
1046,2920,2024-01-04,True
1046,4935,2024-04-14,True
1046,607,2024-01-10,True
1047,1827,2018-09-24,True
1047,635,2019-12-26,False
1047,1808,2019-09-25,False
1047,4594,2020-06-23,False
1047,576,2020-07-10,True
1047,1640,2021-11-23,False
1047,1449,2022-10-19,False
1047,3543,2022-08-12,False
1047,2512,2022-12-24,False
1047,3635,2023-01-05,False
1047,191,2023-01-01,True
1048,1039,2019-12-29,True
1048,4880,2019-12-04,True
1048,350,2019-12-02,True
1048,4643,2020-06-16,True
1048,1907,2020-04-22,False
1048,3182,2021-10-23,True
1048,2749,2021-12-05,True
1048,1646,2021-03-04,True
1048,177,2022-01-10,True
1048,618,2022-07-15,True
1048,953,2023-11-03,True
1048,4336,2023-05-07,False
1048,17,2024-04-01,False
1049,1037,2018-07-20,True
1049,3110,2019-02-06,True
1049,4960,2019-09-08,True
1049,188,2019-04-15,True
1049,4321,2020-07-01,True
1049,2388,2020-04-09,True
1049,3779,2021-05-22,True
1049,1540,2021-05-03,True
1049,4014,2022-08-01,False
1049,1876,2022-03-16,True
1049,411,2022-12-05,True
1049,4625,2023-01-24,False
1049,1902,2024-02-11,True
1050,4750,2020-08-04,True
1050,1612,2020-12-01,True
1050,1148,2021-04-20,True
1050,3846,2022-09-11,True
1050,3549,2023-03-08,True
1050,4075,2024-08-02,True
1050,2357,2024-08-13,True
1051,2017,2019-03-31,True
1051,2178,2019-04-10,True
1051,756,2019-01-15,True
1051,2524,2020-02-18,True
1051,2052,2020-05-12,True
1051,4113,2021-03-31,True
1051,4075,2021-02-03,True
1051,3702,2022-02-10,True
1051,3036,2023-05-16,True
1051,3990,2024-05-05,True
1052,2154,2020-12-03,True
1052,168,2021-11-14,True
1052,2757,2021-02-16,True
1052,2151,2022-11-06,True
1052,597,2023-10-13,True
1052,1219,2023-12-14,True
1052,1083,2023-11-24,True
1052,937,2024-01-20,True
1053,2992,2022-10-18,False
1053,2809,2022-07-08,True
1053,345,2023-07-10,True
1053,452,2023-10-26,True
1053,2153,2023-06-08,True
1053,4894,2024-05-14,True
1053,3360,2024-09-15,True
1053,1464,2024-04-21,True
1054,1853,2021-04-01,True
1054,3756,2021-12-02,True
1054,576,2021-03-30,True
1054,2700,2022-09-04,False
1054,744,2022-05-23,True
1054,3682,2022-04-26,True
1054,3170,2023-07-28,True
1054,3174,2023-06-15,True
1054,4187,2023-08-17,True
1054,158,2024-02-08,True
1054,13,2024-09-27,False
1054,4005,2024-08-19,True
1056,4034,2022-12-08,False
1056,4974,2023-12-15,False
1056,2853,2023-12-19,True
1056,335,2023-08-17,True
1056,562,2024-04-02,True
1056,503,2024-02-20,True
1057,992,2022-11-25,True
1057,2598,2023-02-12,True
1057,4479,2024-03-19,True
1057,4880,2024-03-16,True
1059,1770,2021-10-08,True
1059,565,2021-08-09,False
1059,2868,2022-03-25,True
1059,4976,2022-01-14,True
1059,4892,2023-03-28,False
1059,1450,2023-11-30,True
1059,75,2023-05-21,False
1059,4574,2024-06-16,True
1060,1340,2020-05-03,True
1060,1005,2020-10-28,True
1060,4269,2021-01-24,True
1060,3066,2021-10-09,False
1060,3743,2022-01-16,True
1060,4956,2023-06-10,True
1060,2262,2024-02-24,False
1061,3925,2018-12-04,True
1061,262,2018-12-25,True
1061,4536,2019-09-29,False
1061,4087,2019-03-12,True
1061,2004,2019-02-01,True
1061,1429,2020-09-09,True
1061,3907,2020-10-01,True
1061,1033,2020-01-19,False
1061,1588,2021-04-15,True
1061,2523,2021-10-30,True
1061,2890,2022-10-30,False
1061,3955,2022-12-29,True
1061,2338,2023-02-11,True
1061,1011,2023-12-17,True
1061,1712,2023-08-09,False
1061,4605,2024-05-19,True
1061,1767,2024-04-02,False
1061,3428,2024-07-31,False
1062,4905,2022-12-24,True
1062,694,2022-12-29,True
1062,3735,2023-01-15,True
1062,3583,2024-01-12,True
1062,4031,2024-02-28,True
1063,3758,2021-12-09,False
1063,679,2021-12-27,True
1063,4556,2022-12-12,True
1063,2311,2022-09-04,False
1063,3313,2023-08-11,True
1063,3765,2023-10-23,True
1063,1311,2024-04-23,True
1063,4770,2024-05-31,True
1064,1329,2021-08-28,True
1064,4310,2021-06-15,True
1064,594,2021-09-13,True
1064,2842,2022-07-01,True
1064,1306,2022-02-17,True
1064,2537,2023-02-06,True
1064,1756,2024-02-20,True
1065,2217,2021-08-17,True
1065,2382,2021-08-13,True
1065,456,2021-09-02,True
1065,1944,2022-07-01,False
1065,3652,2023-10-01,True
1065,2313,2024-07-26,False
1065,2692,2024-02-19,True
1066,4141,2019-11-27,True
1066,491,2019-10-15,True
1066,1436,2019-10-11,True
1066,1139,2020-12-20,False
1066,1837,2021-08-27,False
1066,2462,2021-09-25,True
1066,205,2021-03-24,True
1066,3885,2022-09-15,True
1066,318,2022-06-28,True
1066,583,2022-07-09,True
1066,355,2023-05-11,True
1066,2486,2024-08-31,True
1066,2214,2024-07-24,True
1066,4497,2024-05-24,False
1067,4017,2021-11-06,True
1067,2704,2021-09-08,True
1067,4914,2021-09-23,True
1067,4594,2022-02-03,True
1067,3851,2023-04-14,True
1067,915,2023-10-29,True
1067,4845,2023-01-12,True
1067,3561,2024-03-30,True
1068,2082,2018-12-21,False
1068,733,2018-12-22,True
1068,1881,2019-04-16,True
1068,2575,2019-12-27,True
1068,3588,2020-10-22,True
1068,3932,2020-04-18,True
1068,1838,2021-04-13,True
1068,1305,2021-05-13,True
1068,1227,2022-05-10,True
1068,2921,2022-05-16,True
1068,2073,2023-12-14,True
1068,3103,2023-10-02,True
1068,4078,2023-11-17,False
1068,78,2024-02-27,True
1068,2120,2024-01-16,True
1071,4196,2018-11-16,True
1071,3762,2019-12-01,False
1071,4700,2019-10-10,True
1071,2595,2020-09-25,False
1071,268,2021-08-25,True
1071,2187,2022-08-04,True
1071,4907,2022-12-28,True
1071,31,2023-07-15,True
1071,2482,2024-06-07,True
1071,1817,2024-09-24,True
1072,950,2022-12-21,True
1072,1587,2022-04-23,True
1072,582,2023-09-18,True
1072,3839,2023-02-03,True
1072,89,2023-12-04,False
1072,2543,2024-04-21,False
1072,4009,2024-05-04,True
1073,1007,2019-09-22,True
1073,787,2020-11-27,True
1073,2955,2020-03-22,True
1073,2001,2021-05-06,True
1073,4187,2021-02-17,True
1073,2785,2022-04-29,True
1073,1966,2022-12-23,False
1073,3661,2023-08-13,True
1073,4580,2023-08-13,True
1073,2894,2024-03-24,True
1073,4482,2024-01-13,True
1073,3959,2024-01-14,True
1074,1377,2022-07-24,True
1074,3700,2023-12-29,False
1074,2448,2024-01-11,True
1075,3230,2020-04-03,True
1075,329,2021-11-06,True
1075,2807,2021-05-06,True
1075,4870,2022-04-22,False
1075,2154,2022-08-17,True
1075,3061,2022-11-19,True
1075,644,2023-01-23,True
1075,254,2023-08-08,True
1075,858,2024-07-24,False
1076,365,2022-10-03,True
1076,1909,2023-03-09,True
1076,3567,2023-10-07,True
1076,3520,2024-08-28,True
1077,1680,2019-12-17,False
1077,2124,2020-02-17,True
1077,299,2021-04-20,True
1077,1537,2021-04-06,False
1077,4160,2022-02-04,True
1077,1226,2022-09-22,True
1077,184,2022-06-17,True
1077,4328,2023-09-11,True
1077,4060,2024-04-06,True
1077,2714,2024-08-24,True
1078,3637,2020-08-28,True
1078,475,2020-12-20,True
1078,980,2021-12-28,False
1078,1010,2021-07-03,True
1078,3401,2021-06-28,True
1078,3638,2022-03-11,True
1078,3449,2023-11-19,True
1078,4788,2023-05-04,False
1078,302,2023-10-13,True
1078,2321,2024-04-28,True
1078,2721,2024-04-17,True
1079,34,2022-12-17,True
1079,164,2023-06-20,True
1079,4485,2023-10-16,False
1079,3838,2023-06-13,True
1079,3574,2024-03-16,True
1080,4062,2022-05-29,False
1080,4482,2023-09-07,True
1080,4906,2023-09-11,True
1080,4367,2024-02-01,True
1080,1756,2024-03-05,True
1080,2980,2024-09-21,False
1081,642,2022-12-23,True
1081,1247,2022-12-29,True
1081,539,2023-12-29,True
1081,1894,2024-05-06,True
1081,120,2024-02-03,True
1081,3734,2024-04-24,False
1082,3879,2019-11-04,True
1082,4811,2020-05-17,True
1082,399,2020-11-23,True
1082,1401,2021-12-18,True
1082,2479,2021-10-24,True
1082,3448,2021-05-09,True
1082,759,2022-11-21,True
1082,913,2022-09-19,True
1082,170,2022-05-24,True
1082,1448,2023-10-16,True
1082,502,2024-08-03,True
1082,3568,2024-05-25,True
1082,3722,2024-08-24,True
1083,4979,2019-12-09,False
1083,2860,2019-10-31,True
1083,2081,2019-09-21,True
1083,1412,2020-09-12,True
1083,1114,2020-02-14,True
1083,3291,2021-03-30,False
1083,385,2022-02-06,True
1083,3187,2023-09-06,True
1083,591,2023-04-22,True
1083,2603,2023-11-25,True
1083,181,2024-08-25,True
1084,2153,2022-08-15,True
1084,3043,2023-11-25,True
1084,2374,2024-01-09,False
1084,2374,2024-02-23,True
1084,2304,2024-03-20,True
1085,1224,2019-05-23,True
1085,3472,2019-05-23,True
1085,2977,2020-09-01,True
1085,833,2020-04-05,True
1085,4058,2020-05-20,True
1085,4345,2021-10-16,True
1085,3551,2021-06-22,True
1085,830,2022-04-06,True
1085,3151,2022-03-18,True
1085,3803,2022-10-09,True
1085,3419,2023-09-10,True
1085,2804,2023-05-31,True
1085,1055,2024-02-10,True
1085,2470,2024-09-28,True
1085,3453,2024-04-28,True
1086,2305,2019-10-26,False
1086,1485,2019-12-01,True
1086,410,2020-02-26,False
1086,3435,2020-05-17,True
1086,1495,2020-04-04,True
1086,1528,2021-04-16,True
1086,269,2021-10-05,True
1086,1012,2022-01-31,False
1086,358,2023-01-20,True
1086,3221,2024-07-23,True
1086,3610,2024-05-01,True
1086,1786,2024-02-19,False
1087,1965,2018-06-21,True
1087,2509,2018-07-03,False
1087,3788,2019-07-23,True
1087,1747,2019-07-10,True
1087,3270,2020-05-10,True
1087,1265,2021-12-30,True
1087,463,2022-03-05,True
1087,2824,2022-12-21,True
1087,1384,2023-02-14,True
1087,3246,2023-06-09,True
1087,410,2024-09-24,True
1088,676,2018-11-10,True
1088,1143,2019-03-19,True
1088,3703,2019-09-22,True
1088,4477,2019-03-26,True
1088,395,2020-06-13,True
1088,2066,2020-07-17,True
1088,920,2021-11-26,False
1088,328,2022-07-03,True
1088,401,2023-04-07,True
1088,2612,2024-02-09,True
1088,1358,2024-09-13,True
1089,814,2022-08-08,True
1089,3813,2022-09-21,True
1089,4687,2022-09-02,True
1089,1376,2023-11-11,True
1089,3296,2023-07-28,True
1089,1503,2023-12-24,True
1089,1608,2024-01-19,True
1089,254,2024-06-30,False
1089,1321,2024-01-04,True
1090,1472,2021-12-17,False
1090,2351,2021-12-06,False
1090,2687,2022-07-23,True
1090,3213,2023-10-07,True
1090,4181,2024-07-03,True
1090,2504,2024-05-26,True
1091,2360,2022-12-06,True
1091,621,2022-12-03,True
1091,4939,2023-08-25,True
1091,4077,2024-04-03,True
1091,1190,2024-06-14,True
1091,1330,2024-06-22,False
1092,1453,2021-09-18,True
1092,4725,2022-01-05,True
1092,2293,2022-01-23,False
1092,2421,2023-01-07,True
1092,3440,2023-09-08,True
1092,1270,2024-01-26,True
1092,4494,2024-07-03,True
1093,1495,2018-10-09,True
1093,1058,2019-11-26,False
1093,1032,2020-08-27,True
1093,2211,2020-01-05,True
1093,4745,2020-03-18,True
1093,4448,2021-06-28,True
1093,2961,2022-07-16,False
1093,1430,2022-08-18,True
1093,4637,2022-05-03,True
1093,2040,2023-12-18,True
1093,4573,2023-01-23,True
1093,4573,2023-12-02,True
1093,4854,2024-07-19,True
1095,3571,2021-06-11,True
1095,3505,2022-08-23,True
1095,4515,2023-12-16,True
1095,3604,2023-07-03,True
1095,929,2023-04-12,True
1095,2260,2024-06-18,False
1095,697,2024-05-14,True
1096,3692,2018-09-16,True
1096,54,2019-04-02,False
1096,2515,2020-10-21,True
1096,4342,2020-01-05,False
1096,4902,2021-08-27,True
1096,2179,2021-03-01,True
1096,3816,2022-07-01,True
1096,4683,2022-03-07,True
1096,1641,2023-06-29,True
1096,1691,2023-06-03,True
1096,4789,2023-03-28,True
1096,1007,2024-04-02,False
1096,1033,2024-03-02,True
1096,3368,2024-01-10,True
1097,3361,2019-12-19,True
1097,3227,2019-10-21,True
1097,4025,2020-10-21,True
1097,3720,2020-04-12,True
1097,1157,2020-12-17,False
1097,734,2021-04-06,True
1097,1189,2021-08-27,True
1097,529,2021-07-11,True
1097,1090,2022-01-02,True
1097,184,2022-08-09,False
1097,1081,2023-09-11,True
1097,1224,2023-11-08,True
1097,1833,2023-05-04,True
1097,4500,2024-06-15,True
1097,4470,2024-06-07,True
1098,4466,2018-10-24,True
1098,1677,2018-12-11,True
1098,3633,2019-02-02,True
1098,3860,2019-03-22,True
1098,2249,2019-10-07,True
1098,3981,2020-11-09,True
1098,1450,2020-01-01,True
1098,2608,2021-02-10,True
1098,2972,2021-08-05,False
1098,1439,2021-06-27,True
1098,1299,2022-02-23,True
1098,2888,2022-07-20,True
1098,3119,2022-02-28,True
1098,3170,2023-01-30,True
1098,3458,2024-07-27,True
1098,1492,2024-06-02,True
1099,1598,2022-08-12,True
1099,795,2023-03-12,True
1099,3861,2024-07-28,True
1099,640,2024-03-04,True
1100,2901,2022-12-03,True
1100,180,2023-01-11,True
1100,1712,2023-06-06,True
1100,1620,2024-05-06,True
1101,4142,2018-09-04,False
1102,733,2019-12-02,True
1102,4810,2019-12-26,True
1102,1105,2019-12-15,True
1102,1786,2020-09-28,False
1102,838,2021-12-12,True
1102,4204,2022-06-10,True
1102,2470,2023-08-09,True
1102,2528,2023-02-14,True
1102,3603,2023-03-08,False
1102,3535,2024-03-12,False
1102,3869,2024-04-10,True
1103,3434,2018-11-28,True
1103,363,2019-11-24,True
1103,500,2019-05-05,True
1103,221,2019-10-18,True
1103,3246,2020-01-30,True
1103,2382,2020-12-06,True
1103,3961,2021-05-15,True
1103,728,2021-06-17,True
1103,2077,2021-02-11,True
1103,219,2022-08-02,True
1103,4367,2022-09-09,False
1103,3317,2023-12-08,True
1103,2136,2023-10-27,True
1103,1972,2023-06-18,True
1103,2697,2024-01-31,True
1103,2716,2024-07-04,True
1103,4308,2024-09-18,True
1104,1000,2020-12-29,True
1104,3146,2020-12-30,False
1104,4445,2020-12-28,True
1104,4407,2021-11-24,True
1104,3802,2021-06-28,True
1104,670,2021-03-13,True
1104,4444,2022-11-15,True
1104,5000,2022-10-02,True
1104,4246,2023-07-22,False
1104,1793,2024-02-13,True
1104,610,2024-06-20,True
1105,1327,2018-12-07,True
1105,832,2018-11-23,True
1105,2419,2019-10-18,False
1105,76,2019-01-06,False
1105,1676,2020-01-20,True
1105,3272,2020-12-20,True
1105,74,2021-02-11,True
1105,2324,2022-01-06,False
1105,4268,2023-01-25,False
1105,2609,2024-08-18,False
1105,1298,2024-08-10,True
1105,562,2024-02-17,True
1106,4548,2018-10-04,True
1106,1049,2018-07-01,True
1106,3265,2018-10-22,True
1106,1846,2019-09-07,False
1106,2051,2019-03-08,True
1106,1737,2020-05-07,True
1106,586,2020-04-23,True
1106,587,2021-02-03,True
1106,1085,2021-05-06,True
1106,4164,2021-12-20,True
1106,3449,2022-10-13,True
1106,3471,2023-05-26,True
1106,3016,2024-06-04,True
1106,408,2024-01-18,False
1106,489,2024-04-17,True
1107,3732,2021-05-12,True
1107,2423,2022-06-02,True
1107,2345,2022-08-10,True
1107,4444,2022-12-29,True
1107,386,2023-12-14,True
1107,4400,2023-03-20,True
1107,4123,2024-02-26,True
1108,2668,2018-04-25,True
1108,4719,2018-07-21,True
1108,4321,2018-07-24,True
1108,2822,2019-02-12,True
1108,2957,2019-06-03,True
1108,1147,2019-03-22,True
1108,984,2020-10-02,True
1108,2751,2020-11-22,True
1108,600,2020-04-30,True
1108,3869,2021-11-28,False
1108,2637,2021-04-22,False
1108,3054,2021-12-15,True
1108,418,2022-03-05,True
1108,2068,2022-04-06,True
1108,2298,2022-05-17,True
1108,2524,2023-04-06,True
1108,1005,2024-06-22,True
1108,2731,2024-02-27,True
1108,3378,2024-05-13,True
1109,4813,2019-10-06,True
1109,921,2019-11-10,True
1109,4206,2020-03-10,True
1109,2435,2021-01-25,True
1109,4161,2021-07-12,True
1109,1544,2021-03-27,True
1109,714,2022-11-21,True
1109,4544,2023-08-11,True
